CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup,ProdTaken
300771,46.0,1,3,10.0,3,0,2,4.0,2,4.0,0,3.0,0,5,1,0.0,4,33789.0,2,3,0
300772,29.0,1,1,9.0,3,1,3,6.0,0,3.0,1,7.0,1,3,1,2.0,1,22142.0,1,1,1
300773,45.0,0,1,13.0,2,1,3,1.0,1,3.0,1,5.0,0,1,1,0.0,2,21434.0,1,2,0
300774,43.0,1,1,12.0,2,1,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0,2,2,0
300775,40.0,1,1,13.0,3,1,3,5.0,3,5.0,1,6.0,0,4,1,1.0,3,28669.0,2,2,0
300776,30.0,0,1,7.0,2,1,4,2.0,1,3.0,3,2.0,1,3,0,2.0,2,24972.0,1,1,0
300777,36.0,1,1,8.0,3,1,3,3.0,0,3.0,2,5.0,0,5,1,1.0,1,17519.0,1,2,0
300778,35.0,1,1,22.0,2,0,3,4.0,3,4.0,3,2.0,0,1,1,2.0,3,23606.0,1,1,0
300779,38.0,1,1,17.0,2,1,3,4.0,1,4.0,3,4.0,1,5,0,2.0,2,22875.0,1,2,0
300780,55.0,0,1,8.0,3,1,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0,2,3,0
300781,31.0,0,3,8.0,2,1,2,3.0,1,5.0,2,1.0,0,1,0,0.0,2,20332.0,1,1,0
300782,40.0,0,3,11.0,2,1,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0,2,2,0
300783,32.0,1,1,14.0,3,0,3,4.0,1,5.0,1,3.0,0,1,1,1.0,2,22984.0,1,1,0
300784,48.0,1,3,9.0,2,0,4,5.0,0,3.0,3,3.0,1,2,1,1.0,1,21972.0,1,3,0
300785,30.0,1,1,8.0,3,1,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0,1,1,0
300786,21.0,1,3,11.0,3,1,2,3.0,0,5.0,2,2.0,1,1,1,0.0,1,17380.0,1,0,0
300787,35.0,1,1,15.0,2,0,3,4.0,3,3.0,0,2.0,1,4,1,1.0,3,25685.0,2,1,0
300788,24.0,1,1,24.0,2,1,2,3.0,0,3.0,1,1.0,0,4,0,0.0,1,17774.0,1,0,0
300789,38.0,0,3,16.0,3,1,4,4.0,3,4.0,1,3.0,0,2,1,1.0,3,27512.0,2,2,0
300790,25.0,1,1,30.0,3,1,3,2.0,0,3.0,1,3.0,1,4,0,1.0,1,21403.0,1,0,0
300791,35.0,0,1,10.0,2,1,3,5.0,0,3.0,1,5.0,0,1,0,1.0,1,21657.0,1,1,0
300792,19.0,0,3,10.0,3,0,4,4.0,0,3.0,2,3.0,1,5,0,2.0,1,20247.0,1,0,1
300793,59.0,1,3,31.0,2,0,4,3.0,3,5.0,3,1.0,0,3,1,1.0,3,22637.0,1,4,0
300794,22.0,1,1,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20748.0,1,0,0
300795,36.0,1,1,12.0,2,0,2,2.0,1,3.0,0,4.0,0,2,0,0.0,2,18038.0,1,2,0
300796,39.0,1,3,16.0,3,1,4,5.0,0,4.0,1,2.0,0,4,0,3.0,1,21577.0,1,2,0
300797,28.0,0,1,8.0,3,1,2,4.0,0,5.0,2,1.0,0,4,0,0.0,1,17561.0,1,1,1
300798,50.0,1,3,9.0,3,1,2,4.0,0,3.0,1,2.0,1,4,1,1.0,1,17683.0,1,3,1
300799,40.0,1,1,16.0,3,1,3,4.0,1,5.0,1,3.0,0,4,1,1.0,2,23829.0,1,2,0
300800,37.0,0,3,15.0,1,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23757.0,1,2,0
300801,32.0,1,1,6.0,2,1,3,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17956.0,1,1,0
300802,37.0,1,1,10.0,1,1,2,4.0,1,4.0,3,6.0,0,1,1,1.0,2,23163.0,1,2,0
300803,31.0,1,1,7.0,2,1,3,5.0,1,3.0,1,3.0,1,1,1,2.0,2,23804.0,1,1,0
300804,57.0,1,1,30.0,2,1,2,2.0,3,3.0,1,4.0,1,4,1,1.0,3,24439.0,1,4,0
300805,53.0,0,1,32.0,3,0,3,5.0,4,3.0,0,5.0,0,5,0,2.0,0,32504.0,2,3,0
300806,29.0,1,1,26.0,3,1,4,5.0,0,5.0,0,3.0,0,3,1,3.0,1,21874.0,1,1,0
300807,38.0,1,3,9.0,3,1,4,4.0,1,3.0,1,6.0,1,3,0,3.0,2,28280.0,2,2,0
300808,55.0,1,1,15.0,2,0,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,22458.0,1,3,0
300809,44.0,1,3,34.0,3,0,2,1.0,4,3.0,1,4.0,1,1,1,0.0,0,28320.0,2,2,0
300810,27.0,1,1,32.0,2,1,3,6.0,0,3.0,2,3.0,0,2,1,2.0,1,20971.0,1,1,1
300811,22.0,1,1,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,0,3.0,1,20748.0,1,0,0
300812,27.0,1,1,13.0,2,0,3,5.0,0,4.0,1,3.0,0,3,1,2.0,1,21046.0,1,1,0
300813,28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0,2,1,0
300814,37.0,1,1,6.0,1,0,2,3.0,3,3.0,3,5.0,0,5,1,0.0,3,22491.0,1,2,0
300815,33.0,0,3,14.0,2,0,2,4.0,0,3.0,2,1.0,0,1,0,1.0,1,17342.0,1,1,0
300816,25.0,1,1,13.0,3,1,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,17889.0,1,0,0
300817,32.0,1,3,10.0,3,1,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0,2,1,1
300818,56.0,1,3,33.0,3,1,3,5.0,2,3.0,1,3.0,0,3,1,2.0,4,38264.0,3,4,0
300819,29.0,1,1,19.0,2,0,4,4.0,0,3.0,1,3.0,1,4,1,2.0,1,21193.0,1,1,1
300820,59.0,0,3,6.0,2,0,2,4.0,1,3.0,2,1.0,0,5,1,1.0,2,20473.0,1,4,0
300821,26.0,0,1,9.0,1,1,3,3.0,0,5.0,2,1.0,0,3,0,2.0,1,18102.0,1,1,1
300822,36.0,1,1,29.0,2,0,4,2.0,3,4.0,1,2.0,0,5,1,3.0,3,30674.0,2,2,0
300823,38.0,0,1,12.0,3,0,3,5.0,1,3.0,1,1.0,1,2,0,2.0,2,20329.0,1,2,0
300824,53.0,1,3,6.0,3,0,2,3.0,1,5.0,3,1.0,0,2,1,1.0,2,23381.0,1,3,0
300825,34.0,0,3,14.0,2,0,2,4.0,1,4.0,0,2.0,0,4,1,1.0,2,22980.0,1,1,0
300826,37.0,0,3,10.0,3,1,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17793.0,1,2,0
300827,33.0,1,1,6.0,2,1,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0,1,1,1
300828,35.0,1,1,6.0,3,1,2,4.0,0,3.0,1,7.0,0,1,1,1.0,1,17258.0,1,1,0
300829,40.0,1,2,12.0,3,1,2,3.0,4,3.0,2,2.0,1,3,1,1.0,0,31437.0,2,2,0
300830,29.0,1,1,34.0,2,0,3,3.0,0,3.0,1,5.0,0,5,0,1.0,1,17514.0,1,1,0
300831,55.0,1,1,16.0,2,0,4,4.0,1,3.0,1,5.0,0,5,0,2.0,2,21575.0,1,3,0
300832,59.0,1,1,9.0,2,1,3,4.0,0,3.0,1,4.0,0,3,0,0.0,1,17177.0,1,4,0
300833,53.0,1,1,12.0,2,1,2,3.0,1,3.0,2,3.0,0,5,1,0.0,2,17450.0,1,3,0
300834,29.0,1,1,9.0,2,1,4,5.0,0,4.0,0,2.0,0,2,0,3.0,1,21879.0,1,1,0
300835,30.0,0,1,6.0,2,1,2,4.0,3,3.0,3,2.0,0,5,1,1.0,3,23474.0,1,1,0
300836,25.0,1,3,19.0,3,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17096.0,1,0,0
300837,31.0,1,3,9.0,1,1,4,4.0,0,4.0,1,3.0,0,3,1,1.0,1,21154.0,1,1,0
300838,50.0,0,3,18.0,3,0,3,3.0,3,3.0,3,5.0,0,5,0,0.0,3,24208.0,1,3,0
300839,30.0,1,1,8.0,2,0,2,5.0,1,3.0,2,3.0,0,2,0,1.0,2,21091.0,1,1,0
300840,44.0,1,1,16.0,2,1,2,3.0,1,3.0,1,3.0,1,3,0,1.0,2,21465.0,1,2,0
300841,37.0,1,1,9.0,2,1,2,3.0,3,3.0,0,2.0,0,2,1,0.0,3,24434.0,1,2,0
300842,45.0,0,3,8.0,2,0,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0,1,2,0
300843,28.0,1,1,12.0,1,1,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0,2,1,0
300844,32.0,1,3,17.0,3,0,3,4.0,1,3.0,1,4.0,1,1,0,1.0,2,25261.0,2,1,0
300845,46.0,1,1,13.0,2,1,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0,2,3,0
300846,22.0,1,1,14.0,2,1,3,5.0,0,5.0,0,2.0,0,2,1,0.0,1,17451.0,1,0,0
300847,29.0,0,1,8.0,2,0,3,3.0,0,4.0,0,1.0,0,5,0,2.0,1,18180.0,1,1,0
300848,33.0,0,1,14.0,2,1,4,2.0,0,4.0,1,3.0,0,1,0,2.0,1,21472.0,1,1,0
300849,35.0,1,1,6.0,2,0,2,1.0,0,3.0,2,4.0,0,3,0,0.0,1,17506.0,1,1,0
300850,38.0,0,3,28.0,3,0,3,4.0,0,3.0,1,7.0,0,1,1,1.0,1,21651.0,1,2,0
300851,52.0,0,1,13.0,3,0,3,5.0,0,3.0,3,2.0,0,5,1,2.0,1,21516.0,1,3,0
300852,25.0,0,1,18.0,2,0,4,2.0,1,3.0,1,2.0,0,5,0,2.0,2,22689.0,1,0,0
300853,29.0,1,1,9.0,3,1,3,4.0,0,3.0,3,8.0,0,3,0,1.0,1,23060.0,1,1,1
300854,54.0,1,3,14.0,3,0,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0,2,3,0
300855,21.0,0,1,13.0,2,0,4,5.0,0,3.0,3,3.0,1,1,0,1.0,1,21604.0,1,0,1
300856,33.0,1,3,14.0,3,1,2,3.0,1,3.0,1,1.0,0,2,1,1.0,2,22104.0,1,1,0
300857,48.0,1,3,35.0,3,0,3,3.0,3,3.0,1,4.0,0,4,0,1.0,3,27504.0,2,3,0
300858,36.0,1,3,9.0,3,0,3,4.0,3,3.0,1,1.0,0,3,1,0.0,3,22644.0,1,2,0
300859,51.0,1,3,10.0,3,1,3,5.0,0,3.0,0,3.0,1,4,0,1.0,1,21361.0,1,3,1
300860,39.0,1,3,11.0,1,1,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0,1,2,1
300861,50.0,1,3,6.0,3,0,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0,2,3,0
300862,47.0,0,1,7.0,3,1,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0,2,3,0
300863,49.0,0,3,31.0,2,1,4,6.0,0,3.0,2,3.0,1,1,1,3.0,1,21237.0,1,3,1
300864,35.0,1,1,17.0,3,1,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,24803.0,1,1,1
300865,53.0,1,3,8.0,2,0,3,4.0,4,3.0,0,3.0,0,3,1,0.0,0,30427.0,2,3,0
300866,39.0,0,1,9.0,2,0,4,2.0,1,5.0,3,8.0,1,2,1,3.0,2,24658.0,1,2,0
300867,35.0,1,1,9.0,2,1,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0,1,1,0
300868,35.0,1,1,17.0,3,1,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0,1,1,0
300869,36.0,1,1,13.0,2,1,3,6.0,1,3.0,3,3.0,0,5,0,2.0,2,25324.0,2,2,0
300870,46.0,1,3,6.0,3,0,3,3.0,3,5.0,1,2.0,0,2,1,1.0,3,25453.0,2,3,0
300871,59.0,1,3,6.0,1,1,3,3.0,3,3.0,1,4.0,1,1,1,0.0,3,26904.0,2,4,0
300872,42.0,1,3,13.0,3,1,3,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27919.0,2,2,0
300873,27.0,1,1,7.0,3,1,3,5.0,0,5.0,1,3.0,0,3,1,2.0,1,22633.0,1,1,0
300874,38.0,0,3,26.0,3,1,3,4.0,3,4.0,3,3.0,1,5,0,1.0,3,26320.0,2,2,0
300875,31.0,1,1,30.0,3,0,3,4.0,1,5.0,3,2.0,0,5,1,0.0,2,21812.0,1,1,0
300876,32.0,1,1,30.0,3,1,4,5.0,1,3.0,0,2.0,0,3,1,2.0,2,24260.0,1,1,0
300877,30.0,0,1,7.0,1,1,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0,1,1,0
300878,36.0,1,3,15.0,2,0,4,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21250.0,1,2,0
300879,37.0,1,3,10.0,2,1,3,5.0,3,3.0,0,3.0,1,2,1,1.0,3,29003.0,2,2,1
300880,59.0,1,1,24.0,3,1,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0,2,4,0
300881,50.0,1,3,15.0,1,1,3,5.0,4,4.0,1,8.0,0,4,1,2.0,0,31798.0,2,3,0
300882,40.0,1,1,7.0,3,0,4,4.0,0,3.0,1,2.0,0,3,0,2.0,1,20910.0,1,2,0
300883,24.0,0,1,13.0,2,0,2,3.0,0,3.0,0,2.0,1,4,0,0.0,1,17886.0,1,0,1
300884,59.0,1,3,9.0,2,0,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0,1,4,0
300885,41.0,1,1,13.0,2,0,4,4.0,4,3.0,2,2.0,0,5,1,1.0,0,31915.0,2,2,0
300886,40.0,1,2,9.0,2,0,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0,1,2,0
300887,58.0,1,3,27.0,2,0,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32875.0,2,4,0
300888,32.0,1,1,8.0,3,0,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0,1,1,0
300889,50.0,1,1,30.0,2,1,3,3.0,4,3.0,0,4.0,1,4,0,0.0,0,28973.0,2,3,0
300890,41.0,1,1,18.0,1,0,2,3.0,2,3.0,0,2.0,0,4,1,0.0,4,34545.0,2,2,1
300891,24.0,1,1,6.0,3,1,3,3.0,0,3.0,1,3.0,1,3,0,2.0,1,17293.0,1,0,1
300892,51.0,1,1,8.0,3,1,2,5.0,1,4.0,1,6.0,0,1,0,1.0,2,20482.0,1,3,0
300893,25.0,1,3,11.0,3,1,2,4.0,1,3.0,2,2.0,1,3,1,0.0,2,20744.0,1,0,1
300894,26.0,1,1,12.0,2,0,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0,1,1,0
300895,23.0,1,1,10.0,2,0,3,4.0,1,3.0,1,2.0,1,5,1,2.0,2,22849.0,1,0,1
300896,41.0,0,3,9.0,3,1,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0,1,2,0
300897,28.0,0,1,22.0,3,1,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17144.0,1,1,0
300898,34.0,1,3,6.0,3,1,3,1.0,1,3.0,1,1.0,0,5,0,1.0,2,24725.0,1,1,0
300899,42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,1.0,2,23681.0,1,2,0
300900,41.0,1,1,9.0,2,0,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0,1,2,0
300901,34.0,1,3,7.0,3,1,3,2.0,1,5.0,1,3.0,0,4,0,2.0,2,22715.0,1,1,0
300902,23.0,1,1,10.0,3,1,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0,1,0,0
300903,38.0,1,3,6.0,2,0,2,4.0,1,3.0,3,5.0,0,2,1,1.0,2,23686.0,1,2,0
300904,40.0,1,1,13.0,2,0,3,4.0,3,4.0,3,6.0,0,3,0,2.0,3,27054.0,2,2,0
300905,39.0,0,1,13.0,3,0,4,6.0,1,3.0,1,2.0,1,1,0,3.0,2,24007.0,1,2,0
300906,41.0,1,1,11.0,2,1,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0,1,2,0
300907,34.0,1,1,12.0,3,1,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0,1,1,1
300908,50.0,1,1,15.0,2,1,3,3.0,0,3.0,0,5.0,0,5,1,0.0,1,17380.0,1,3,0
300909,36.0,0,1,17.0,2,1,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0,1,2,0
300910,59.0,1,3,17.0,3,1,3,4.0,4,3.0,2,2.0,0,3,1,2.0,0,32550.0,2,4,0
300911,34.0,0,3,32.0,3,0,3,4.0,1,3.0,1,3.0,0,3,0,2.0,2,23217.0,1,1,0
300912,49.0,1,3,17.0,3,0,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0,1,3,1
300913,51.0,1,1,17.0,1,1,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0,2,3,0
300914,30.0,1,1,7.0,1,1,3,4.0,0,3.0,2,2.0,0,2,0,1.0,1,20736.0,1,1,1
300915,34.0,1,1,12.0,2,1,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0,2,1,0
300916,60.0,1,3,7.0,1,1,4,4.0,3,3.0,1,5.0,1,1,1,1.0,3,30582.0,2,4,0
300917,33.0,0,3,9.0,2,0,4,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21505.0,1,1,0
300918,40.0,0,1,11.0,3,0,3,4.0,1,3.0,3,2.0,0,3,1,1.0,2,23720.0,1,2,0
300919,21.0,0,3,15.0,3,1,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0,1,0,0
300920,31.0,0,1,10.0,2,1,3,4.0,0,3.0,1,6.0,0,3,1,1.0,1,20775.0,1,1,0
300921,36.0,1,3,25.0,3,0,3,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23279.0,1,2,0
300922,37.0,0,3,10.0,3,1,3,5.0,3,3.0,0,6.0,0,2,0,2.0,3,28377.0,2,2,0
300923,53.0,1,1,13.0,3,0,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,33606.0,2,3,0
300924,31.0,0,1,9.0,3,0,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0,1,1,0
300925,32.0,1,3,27.0,2,0,4,6.0,1,3.0,0,5.0,1,3,1,1.0,2,23237.0,1,1,1
300926,30.0,0,2,14.0,2,0,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0,1,1,1
300927,60.0,1,1,25.0,3,1,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0,2,4,0
300928,29.0,1,1,14.0,2,0,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0,1,1,0
300929,27.0,1,1,28.0,3,1,3,4.0,0,3.0,1,3.0,0,5,1,1.0,1,21055.0,1,1,1
300930,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0,1,2,1
300931,28.0,0,1,6.0,3,1,2,4.0,0,4.0,1,2.0,0,4,1,0.0,1,17596.0,1,1,1
300932,28.0,1,1,24.0,1,1,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,21736.0,1,1,0
300933,35.0,0,3,11.0,3,0,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0,2,1,0
300934,39.0,0,1,36.0,2,0,3,4.0,1,3.0,2,3.0,0,3,1,1.0,2,21084.0,1,2,0
300935,36.0,1,1,20.0,2,1,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0,1,2,0
300936,34.0,1,1,8.0,3,1,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0,1,1,0
300937,32.0,0,1,16.0,3,1,3,5.0,0,5.0,2,2.0,1,3,0,2.0,1,20999.0,1,1,1
300938,45.0,0,1,8.0,3,1,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0,2,2,0
300939,29.0,1,1,6.0,1,1,2,3.0,0,3.0,2,1.0,0,1,0,0.0,1,17058.0,1,1,1
300940,41.0,1,1,20.0,2,1,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0,1,2,0
300941,34.0,1,1,14.0,3,1,3,4.0,3,3.0,1,2.0,0,4,1,1.0,3,30369.0,2,1,0
300942,35.0,1,3,8.0,3,0,3,3.0,0,3.0,1,2.0,0,1,1,2.0,1,17014.0,1,1,0
300943,35.0,1,1,15.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,1.0,2,20098.0,1,1,0
300944,43.0,0,2,9.0,3,1,4,2.0,1,5.0,1,2.0,0,1,1,2.0,2,24950.0,1,2,0
300945,51.0,1,1,35.0,3,1,4,2.0,0,3.0,1,3.0,1,1,0,2.0,1,21899.0,1,3,0
300946,46.0,1,1,8.0,2,1,2,3.0,3,3.0,1,4.0,0,1,1,1.0,3,23578.0,1,3,0
300947,42.0,1,1,19.0,1,0,3,4.0,2,3.0,0,3.0,0,4,1,1.0,4,38223.0,3,2,1
300948,41.0,1,3,8.0,2,0,3,3.0,4,5.0,0,1.0,0,5,1,1.0,0,31595.0,2,2,0
300949,53.0,1,3,13.0,3,0,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0,2,3,0
300950,47.0,1,1,8.0,3,0,2,3.0,4,3.0,0,4.0,0,5,1,0.0,0,32169.0,2,3,0
300951,40.0,0,1,6.0,2,1,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0,2,2,0
300952,35.0,1,1,15.0,2,1,3,4.0,1,4.0,3,1.0,0,2,1,2.0,2,21540.0,1,1,0
300953,47.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0,2,3,0
300954,29.0,1,3,33.0,3,0,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0,1,1,1
300955,44.0,1,2,6.0,3,1,3,4.0,3,5.0,0,1.0,0,4,1,0.0,3,25482.0,2,2,1
300956,35.0,0,1,23.0,1,1,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0,1,1,1
300957,37.0,1,1,23.0,2,0,3,2.0,0,5.0,3,3.0,0,2,1,1.0,1,21421.0,1,2,1
300958,33.0,0,1,20.0,2,0,4,5.0,0,4.0,0,3.0,0,5,0,1.0,1,21421.0,1,1,0
300959,41.0,1,3,8.0,2,0,3,3.0,4,5.0,1,1.0,0,5,1,2.0,0,31595.0,2,2,0
300960,42.0,0,3,32.0,3,0,3,3.0,4,4.0,1,6.0,0,3,1,1.0,0,28525.0,2,2,0
300961,31.0,1,1,27.0,2,1,3,4.0,1,5.0,0,2.0,0,4,1,1.0,2,28635.0,2,1,0
300962,28.0,1,1,13.0,3,0,4,5.0,0,3.0,1,2.0,0,1,0,2.0,1,20865.0,1,1,0
300963,41.0,0,1,16.0,2,1,3,4.0,4,5.0,1,5.0,0,1,1,0.0,0,32181.0,2,2,0
300964,30.0,1,1,13.0,3,0,3,4.0,0,3.0,0,3.0,0,3,0,1.0,1,21809.0,1,1,0
300965,34.0,1,3,10.0,2,1,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0,1,1,0
300966,30.0,1,3,33.0,3,1,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,20304.0,1,1,0
300967,38.0,0,1,18.0,2,1,3,4.0,3,3.0,1,3.0,1,3,1,2.0,3,30863.0,2,2,0
300968,45.0,1,1,36.0,2,1,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0,1,2,0
300969,35.0,1,3,28.0,2,1,4,3.0,1,3.0,3,3.0,0,3,1,1.0,2,24015.0,1,1,0
300970,32.0,1,1,27.0,2,1,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,22875.0,1,1,0
300971,36.0,1,1,16.0,3,1,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,23776.0,1,2,0
300972,38.0,0,1,8.0,2,0,3,1.0,1,5.0,2,7.0,1,2,1,2.0,2,20980.0,1,2,0
300973,34.0,0,1,36.0,3,0,3,5.0,1,3.0,3,3.0,0,5,1,1.0,2,23186.0,1,1,1
300974,38.0,1,1,7.0,2,0,4,4.0,1,4.0,1,8.0,0,1,1,3.0,2,25125.0,2,2,0
300975,43.0,0,1,13.0,3,1,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0,1,2,0
300976,52.0,1,3,21.0,2,0,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0,1,3,0
300977,23.0,1,1,10.0,2,0,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0,1,0,1
300978,33.0,1,1,21.0,3,1,2,3.0,3,3.0,0,1.0,1,5,0,0.0,3,28610.0,2,1,1
300979,48.0,1,3,35.0,3,0,3,3.0,3,3.0,0,4.0,0,4,0,0.0,3,27504.0,2,3,0
300980,37.0,1,2,12.0,2,1,3,3.0,0,5.0,1,5.0,1,2,1,0.0,1,17073.0,1,2,1
300981,46.0,1,1,28.0,3,1,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,33789.0,2,3,1
300982,19.0,1,3,27.0,2,1,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0,1,0,1
300983,35.0,1,3,14.0,1,1,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0,1,1,0
300984,33.0,1,1,15.0,3,0,4,2.0,1,3.0,1,7.0,0,3,1,3.0,2,23853.0,1,1,0
300985,59.0,1,3,31.0,2,0,2,3.0,3,5.0,3,1.0,0,3,1,0.0,3,22637.0,1,4,0
300986,33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0,2,1,0
300987,26.0,0,1,13.0,3,1,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0,1,1,0
300988,52.0,1,1,8.0,2,0,2,4.0,0,3.0,2,1.0,0,3,0,0.0,1,18212.0,1,3,0
300989,27.0,1,3,36.0,3,1,3,4.0,1,3.0,1,7.0,0,5,0,1.0,2,22984.0,1,1,0
300990,29.0,1,1,16.0,3,1,4,4.0,0,3.0,0,3.0,0,2,1,2.0,1,20748.0,1,1,0
300991,30.0,0,3,9.0,2,1,4,4.0,1,3.0,1,3.0,0,1,1,2.0,2,23327.0,1,1,0
300992,37.0,1,1,13.0,2,0,3,3.0,1,3.0,0,5.0,0,2,0,1.0,2,21716.0,1,2,0
300993,35.0,1,1,22.0,3,1,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0,1,1,0
300994,35.0,1,1,9.0,2,1,3,5.0,1,5.0,0,8.0,0,4,0,2.0,2,24635.0,1,1,0
300995,35.0,0,3,30.0,3,1,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0,1,1,0
300996,51.0,1,1,10.0,2,1,2,3.0,0,3.0,0,1.0,1,2,1,1.0,1,17461.0,1,3,1
300997,30.0,1,1,10.0,3,1,4,5.0,3,3.0,0,3.0,0,2,1,3.0,3,30613.0,2,1,0
300998,34.0,0,3,8.0,3,0,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0,1,1,0
300999,33.0,0,1,36.0,3,0,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0,1,1,0
301000,30.0,1,3,11.0,3,0,1,4.0,1,3.0,1,2.0,0,2,0,0.0,2,21118.0,1,1,0
